Nombre,Departamento,Asignaturas,Horario de Tutorías,URL
Antonio Cañas Vargas,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Estructura de Computadores,Primer semestreDíaHorarioLugarLunes13:33 - 14:45EtsiitMartes13:33 - 14:45EtsiitMiércoles13:33 - 14:45EtsiitJueves13:33 - 14:45EtsiitViernes13:33 - 14:45EtsiitSegundo semestreDíaHorarioLugarLunes13:33 - 14:45EtsiitMartes13:33 - 14:45EtsiitMiércoles13:33 - 14:45EtsiitJueves13:33 - 14:45EtsiitViernes13:33 - 14:45Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-canas-vargas
Manuel Caño García,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Circuitos Integrados para Comunicaciones (Especialidad Sistemas Electrónicos); Grado en Ingeniería Electrónica Industrial: Fundamentos de Control,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/manuel-cano-garcia
Manuel Isidoro Capel Tuñón,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Sistemas Concurrentes y Distribuidos; Grado en Ingeniería Informática y Matemáticas: Sistemas Concurrentes y Distribuidos,Primer semestreDíaHorarioLugarMiércoles9:30 - 11:30Etsiit 3ª P Despacho 37Jueves19:00 - 21:00Etsiit 3ª P Despacho 37Viernes15:30 - 17:30Etsiit 3ª P Despacho 37Segundo semestreDíaHorarioLugarLunes9:30 - 11:30Etsiit 3ª P Despacho 37Miércoles9:30 - 11:30Etsiit 3ª P Despacho 37Viernes9:30 - 11:30Etsiit 3ª P Despacho 37,https://etsiit.ugr.es/la-escuela/directorio-personal/manuel-isidoro-capel-tunon
Santiago Carbó García,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Civil (Plan 2023): Fundamentos de Informática; Grado en Ingeniería Informática: Fundamentos de Programación,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/santiago-carbo-garcia
María del Pilar Carrasco Carrasco,Departamento de Álgebra,Grado en Ingeniería Informática y Matemáticas: Álgebra I; Grado en Matemáticas: Álgebra I,Primer semestreDíaHorarioLugarLunes10:00 - 13:00Fac. Ciencias - Desp. 27Martes10:00 - 13:00Fac. Ciencias - Desp. 27Segundo semestreDíaHorarioLugarLunes10:00 - 13:00Fac. Ciencias - Desp. 27Viernes10:00 - 13:00Fac. Ciencias - Desp. 27,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-del-pilar-carrasco-carrasco-mcarrasc
Ana Carrasco Sanz,Departamento de Óptica,Grado en Física: Óptica I; Grado en Física: Óptica II; Grado en Ingeniería de Tecnologías de Telecomunicación: Fundamentos de Fotónica; Grado en Óptica y Optometría: Óptica Física I; Grado en Óptica y Optometría: Óptica Física II,Primer semestreDíaHorarioLugarLunes17:00 - 18:00Despacho 115Jueves10:00 - 12:00Despacho 115Jueves17:00 - 18:00Despacho 115Viernes10:00 - 12:00Despacho 115Segundo semestreDíaHorarioLugarMiércoles12:00 - 13:00Despacho 115Miércoles16:30 - 17:00Despacho 115Jueves12:00 - 14:00Despacho 115Jueves16:00 - 17:00Despacho 115Viernes11:00 - 12:00Despacho 115Viernes16:30 - 17:00Despacho 115,https://etsiit.ugr.es/la-escuela/directorio-personal/ana-carrasco-sanz
Richard Rafael Carrillo Sánchez,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Sistemas con Microprocesadores (Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Sistemas con Microprocesadores (Optativa Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Tecnología y Organización de Computadores,"Primer semestreDíaHorarioLugarMartes11:30 - 14:00D 1.3, Edif.Auxiliar, EtsiitMartes15:30 - 19:00D 1.3, Edif.Auxiliar, EtsiitSegundo semestreDíaHorarioLugarMiércoles10:30 - 14:30D 1.3, Edif.Auxiliar, EtsiitMiércoles15:30 - 17:30D 1.3, Edif.Auxiliar, Etsiit",https://etsiit.ugr.es/la-escuela/directorio-personal/richard-rafael-carrillo-sanchez
Pedro Cartujo Cassinello,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería Informática: Fundamentos Físicos y Tecnológicos,"DíaHorarioLugarMartes10:00 - 13:00Segunda Planta Físicas, Dpto. Electrónica, Despacho 5Miércoles16:00 - 17:00Segunda Planta Físicas, Dpto. Electrónica, Despacho 5",https://etsiit.ugr.es/la-escuela/directorio-personal/pedro-cartujo-cassinello
Miguel Ángel Carvajal Rodríguez,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Circuitos Electrónicos para Radiofrecuencia (Optativa Especialidad Sistemas Electrónicos); Grado en Ingeniería de Tecnologías de Telecomunicación: Circuitos Electrónicos para Radiofrecuencia  (Especialidad Sistemas Electrónicos); Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas de Alimentación (Especialidad Sistemas Electrónicos); Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas de Alimentación (Optativa Especialidad Sistemas Electrónicos),"DíaHorarioLugarMartes10:00 - 12:15Etsiit, 2ª Planta, Despacho 20Miércoles10:00 - 12:15Etsiit, 2ª Planta, Despacho 20",https://etsiit.ugr.es/la-escuela/directorio-personal/miguel-angel-carvajal-rodriguez
Jorge Casillas Barranquero,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Enfermería: TIC en Cuidados de Salud y Metodología de la Investigación; Grado en Ingeniería Electrónica Industrial: Control Inteligente; Grado en Ingeniería Informática: Inteligencia de Negocio (Optativa Especialidad Sistemas Información); Grado en Ingeniería Informática: Inteligencia de Negocio (Especialidad Sistemas Información); Grado en Ingeniería Informática y Matemáticas: Inteligencia de Negocio,Primer semestreDíaHorarioLugarMartes10:00 - 11:30Mect (Fciencia)Martes13:30 - 15:00Mect (Fciencia)Jueves11:00 - 14:00D26 (Etsiit)Segundo semestreDíaHorarioLugarMartes10:00 - 14:00D26 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/jorge-casillas-barranquero
María Encarnación Castillo Morales,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Diseño de Circuitos y Sistemas Electrónicos (Especialidad Sistemas Electrónicos); Grado en Ingeniería de Tecnologías de Telecomunicación: Diseño de Circuitos y Sist.Electrón (Optativa Especialidad Sistemas Electrónicos); Grado en Ingeniería de Tecnologías de Telecomunicación: Electrónica Digital; Grado en Ingeniería Electrónica Industrial: Sistemas Electrónicos Programables,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-encarnacion-castillo-morales
Pedro Ángel Castillo Valdivieso,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería de Tecnologías de Telecomunicación: Fundamentos de Informática; Grado en Ingeniería Informática: Periféricos y Dispositivos de Interfaz Humana (Especialidad Sistemas de Información); Grado en Ingeniería Informática: Servidores Web de Altas Prestaciones (Especialidadtecnologías de la Información),No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/pedro-angel-castillo-valdivieso
Francisco Miguel Castro Macías,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Diseño y Desarrollo de Sistemas de Información,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-miguel-castro-macias
Juan Luis Castro Peña,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Ingeniería del Conocimiento (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Ingeniería del Conocimiento(Optativa Especialidad Computación y Sistemas Inteligentes); Grado en Matemáticas: Historia de las Matemáticas,Primer semestreDíaHorarioLugarViernes8:00 - 14:00D39 (Etsit)Segundo semestreDíaHorarioLugarViernes8:00 - 14:00D39 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/juan-luis-castro-pena
Jesús Chamorro Martínez,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Sistemas Multimedia (Especialidadtecnologías de la Información); Grado en Ingeniería Informática: Sistemas Multimedia (Optativa Especialidad Tecnologías de la Información),Primer semestreDíaHorarioLugarMartes17:30 - 19:30D28 (Etsiit)Miércoles17:30 - 19:30D28 (Etsiit)Jueves17:30 - 19:30D28 (Etsiit)Segundo semestreDíaHorarioLugarLunes17:30 - 19:30D28 (Etsiit)Miércoles17:30 - 19:30D28 (Etsiit)Jueves19:30 - 12:30D28 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/jesus-chamorro-martinez
Juan Miguel del Cid Gómez,Departamento de Economía Financiera y Contabilidad,Grado en Edificación y Administración y Dirección de Empresas: Contabilidad Financiera II; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Contabilidad Financiera II; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Contabilidad Financiera II; Grado en Relaciones Laborales y Recursos Humanos: Contabilidad Financiera y de Gestión; Grado en Relaciones Laborales y Recursos Humanos: Contabilidad General,Primer semestreDíaHorarioLugarMartes8:30 - 11:30RrllMiércoles8:30 - 11:30RrllSegundo semestreDíaHorarioLugarLunes10:30 - 11:30A 308Lunes16:30 - 18:30A 308Martes12:30 - 13:30RrllMartes16:30 - 18:30Rrll,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-miguel-del-cid-gomez
Manuel Jesús Cobo Martín,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Desarrollo Basado en Agentes (Especialidad Ingeniería del Software); Grado en Ingeniería Informática: Desarrollo Basado en Agentes (Optativa Especialidad Ingeniería del Software); Grado en Ingeniería Informática: Fundamentos de Programación,Primer semestreDíaHorarioLugarLunes11:30 - 14:30Fo11 (Etsiit)Lunes16:00 - 17:00Fo11 (Etsiit)Jueves15:30 - 17:30Fo11 (Etsiit)Segundo semestreDíaHorarioLugarMiércoles10:00 - 14:30Fo11 (Etsiit)Miércoles15:30 - 17:00Fo11 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/manuel-jesus-cobo-martin
Óscar Cordón García,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Redes y Sistemas Complejos (Especialidad Sistemas de Información); Grado en Sociología: Ciencia y Minería de Datos,Primer semestreDíaHorarioLugarLunes11:00 - 14:00Soc1 (Fcpys)Miércoles11:00 - 14:00D01 (Etsiit)Segundo semestreDíaHorarioLugarJueves8:30 - 14:30D01 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/oscar-cordon-garcia
Eulogio Cordón Pozo,Departamento de Organización de Empresas II,"Grado en Economía (Bilingüe): Fundamentos de Dirección y Administración de Empresas; Grado en Ingeniería Informática y Matemáticas: Ingeniería, Empresa y Sociedad",Primer semestreDíaHorarioLugarLunes8:30 - 10:30Desp A221 Facultad CceeMartes8:30 - 10:30Desp A221 Facultad CceeSegundo semestreDíaHorarioLugarLunes8:30 - 11:30Desp A221 Facultad CceeMiércoles8:30 - 11:30Desp A221 Facultad Ccee,https://etsiit.ugr.es/la-escuela/directorio-personal/eulogio-cordon-pozo
Francisco José Cortijo Bon,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Metodología de la Programación; Grado en Ingeniería Informática y Matemáticas: Fundamentos de Programación,Primer semestreDíaHorarioLugarMiércoles8:30 - 10:30D29 (Etsiit)Miércoles17:30 - 18:30D29 (Etsiit)Viernes8:30 - 10:30D29 (Etsiit)Viernes17:30 - 18:30D29 (Etsiit)Segundo semestreDíaHorarioLugarMartes8:30 - 9:30D29 (Etsiit)Martes11:30 - 12:30D29 (Etsiit)Miércoles8:30 - 9:30D29 (Etsiit)Miércoles11:30 - 12:30D29 (Etsiit)Jueves8:30 - 9:30D29 (Etsiit)Jueves11:30 - 12:30D29 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-jose-cortijo-bon
David Criado Ramón,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Programación Técnica y Científica (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Visión por Computador (Especialidad Computación y Sistemas Inteligentes),Primer semestreDíaHorarioLugarMartes9:00 - 12:00Edificio Auxiliar Despacho 1.4Miércoles9:00 - 12:00Edificio Auxiliar Despacho 1.4Segundo semestreDíaHorarioLugarMartes9:00 - 12:00Edificio Auxiliar Despacho 1.4Miércoles9:00 - 12:00Edificio Auxiliar Despacho 1.4,https://etsiit.ugr.es/la-escuela/directorio-personal/david-criado-ramon
Carlos Alberto Cruz Corona,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Diseño y Desarrollo de Sistemas de Información,Primer semestreDíaHorarioLugarMartes10:00 - 13:00M2 (Fciencia)Miércoles10:00 - 13:00M2 (Fciencia)Segundo semestreDíaHorarioLugarMartes8:00 - 12:00D16 (Etsiit)Martes17:00 - 19:00D16 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/carlos-alberto-cruz-corona
Juan Carlos Cubero Talavera,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Fundamentos de Programación,Primer semestreDíaHorarioLugarLunes8:30 - 9:30D37 (Etsiit)Lunes11:30 - 13:30D37 (Etsiit)Martes8:30 - 9:30D37 (Etsiit)Martes11:30 - 13:30D37 (Etsiit)Segundo semestreDíaHorarioLugarLunes8:30 - 14:30D37 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/juan-carlos-cubero-talavera
Miguel Damas Hermoso,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Electrónica Industrial: Automática; Grado en Ingeniería Informática: Informática Industrial (Especialidad Ingeniería de Computadores),Primer semestreDíaHorarioLugarLunes10:00 - 13:00Etsiit Planta 2 Desp 30-31Jueves10:00 - 13:00Etsiit Planta 2 Desp 30-31Segundo semestreDíaHorarioLugarMartes10:00 - 13:00Etsiit Planta 2 Desp 30-31Miércoles10:00 - 13:00Etsiit Planta 2 Desp 30-31,https://etsiit.ugr.es/la-escuela/directorio-personal/miguel-damas-hermoso
Javier Delgado Ceballos,Departamento de Organización de Empresas II,"Grado en Ingeniería Informática: Ingeniería, Empresa y Sociedad; Grado en Traducción e Interpretación y en Turismo: Dirección Estratégica de Empresas Turísticas; Grado en Turismo: Dirección Estratégica de Empresas Turísticas",Primer semestreDíaHorarioLugarMartes10:00 - 13:00Desp B215 Facultad CceeMiércoles10:00 - 13:00Desp B215 Facultad CceeSegundo semestreDíaHorarioLugarMartes9:30 - 10:30Desp B215 Facultad CceeMartes12:30 - 14:00Desp B215 Facultad CceeMiércoles13:30 - 14:30Desp 15 3ª Facult EtsiitJueves9:30 - 10:30Desp B215 Facultad CceeJueves12:30 - 14:00Desp B215 Facultad Ccee,https://etsiit.ugr.es/la-escuela/directorio-personal/javier-delgado-ceballos
Cecilia Delgado Negrete,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Fundamentos de Ingeniería del Software; Grado en Ingeniería Informática: Bases de Datos Distribuidas (Optativa Especialidad Sistemas de Información); Grado en Ingeniería Informática: Bases de Datos Distribuidas (Especialidad Sistemas de Información); Grado en Ingeniería Informática y Matemáticas: Fundamentos de Ingeniería del Software,Primer semestreDíaHorarioLugarMiércoles10:30 - 12:30Etsiit 3ª P Despacho 9Jueves10:30 - 12:30Etsiit 3ª P Despacho 9Viernes10:30 - 12:30Etsiit 3ª P Despacho 9Segundo semestreDíaHorarioLugarMiércoles10:00 - 13:00Etsiit 3ª P Despacho 9Jueves9:30 - 12:30Etsiit 3ª P Despacho 9,https://etsiit.ugr.es/la-escuela/directorio-personal/cecilia-delgado-negrete
Antonio Francisco Díaz García,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Electrónica Industrial: Procesadores Integrados; Grado en Ingeniería Informática: Centros de Procesamiento de Datos (Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Centros de Procesamiento de Datos (Optativa Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática y Matemáticas: Centros de Procesamiento de Datos,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-francisco-diaz-garcia
Natalia Ana Díaz Rodríguez,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Fundamentos de Bases de Datos,Primer semestreDíaHorarioLugarJueves8:00 - 14:00Id4 (Ugr-Ai)Segundo semestreDíaHorarioLugarLunes8:30 - 11:30Fo17(Etsiit)Lunes13:30 - 16:00Fo17(Etsiit)Lunes17:30 - 18:00Fo17(Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/natalia-ana-diaz-rodriguez
Jesús Esteban Díaz Verdejo,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Transmisión de Datos y Redes de Computadores; Grado en Ingeniería Informática: Tecnologías de Red (Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Tecnologías de Red (Optativa Especialidad Ingeniería de Computadores),DíaHorarioLugarLunes9:30 - 11:30Desp. 2.5 EtsiitMartes9:30 - 11:30Desp. 2.5 EtsiitJueves11:00 - 13:00Desp. 2.5 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/jesus-esteban-diaz-verdejo
